nVectors,memcpyOut,plan,execu,memcpyIn
1,0.061,0.677,0.098,0.028,
1,0.023,0.174,0.039,0.018,
1,0.021,0.158,0.038,0.018,
1,0.021,0.165,0.038,0.018,
1,0.020,0.154,0.040,0.019,
1,0.020,0.155,0.037,0.019,
1,0.021,0.156,0.036,0.018,
1,0.020,0.160,0.040,0.018,
1,0.021,0.153,0.040,0.017,
1,0.021,0.153,0.037,0.019,
1,0.020,0.152,0.038,0.018,
1,0.020,0.166,0.041,0.018,
1,0.020,0.153,0.039,0.018,
1,0.020,0.151,0.039,0.017,
1,0.020,0.153,0.038,0.017,
1,0.020,0.160,0.038,0.018,
1,0.020,0.152,0.040,0.017,
1,0.019,0.151,0.037,0.017,
1,0.020,0.152,0.040,0.018,
1,0.021,0.159,0.039,0.018,
1,0.020,0.151,0.040,0.017,
1,0.020,0.150,0.040,0.018,
1,0.020,0.149,0.039,0.018,
1,0.019,0.157,0.040,0.018,
1,0.019,0.153,0.040,0.017,
1,0.019,0.150,0.038,0.017,
1,0.020,0.152,0.039,0.018,
1,0.020,0.173,0.038,0.018,
1,0.020,0.151,0.039,0.018,
1,0.019,0.149,0.037,0.017,
1,0.020,0.150,0.040,0.018,
1,0.025,0.150,0.037,0.018,
1,0.019,0.151,0.038,0.018,
1,0.020,0.150,0.037,0.017,
1,0.019,0.149,0.037,0.016,
1,0.026,0.150,0.038,0.017,
1,0.018,0.150,0.036,0.017,
1,0.020,0.147,0.037,0.017,
1,0.019,0.151,0.037,0.016,
1,0.019,0.155,0.038,0.016,
1,0.019,0.149,0.037,0.016,
1,0.020,0.147,0.037,0.016,
1,0.019,0.151,0.038,0.017,
1,0.020,0.158,0.038,0.017,
1,0.020,0.148,0.036,0.018,
1,0.020,0.147,0.037,0.015,
1,0.019,0.150,0.036,0.017,
1,0.020,0.158,0.038,0.017,
1,0.019,0.149,0.035,0.016,
1,0.019,0.150,0.037,0.016,
1,0.020,0.151,0.039,0.017,
1,0.020,0.157,0.040,0.019,
1,0.020,0.150,0.038,0.019,
1,0.019,0.150,0.040,0.017,
1,0.021,0.150,0.038,0.018,
1,0.020,0.157,0.039,0.018,
1,0.020,0.151,0.039,0.018,
1,0.019,0.150,0.040,0.017,
1,0.020,0.150,0.038,0.017,
1,0.019,0.157,0.038,0.019,
1,0.020,0.151,0.038,0.018,
1,0.020,0.149,0.038,0.017,
1,0.020,0.149,0.039,0.017,
1,0.019,0.158,0.039,0.018,
