device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,1,1,1,64,335.877,135.359,0.011,7689.54,41.897,2.461
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,2,1,1,64,336.462,110.644,0.008,7687.55,26.226,2.571
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,4,1,1,64,335.821,113.311,0.011,7682.77,41.461,2.282
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,8,1,1,64,336.512,113.252,0.011,7663.72,25.96,2.465
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,16,1,1,64,336.37,108.921,0.019,7673.44,25.109,2.542
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,32,1,1,64,335.432,109.459,0.011,7670.26,25.99,2.571
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,64,1,1,64,335.57,110.555,0.011,7669.36,26.337,2.615
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,128,1,1,64,335.036,114.245,0.009,7668.78,26.045,2.478
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,256,1,1,64,335.726,111.417,0.028,7676.25,26.117,2.669
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,512,1,1,64,335.756,111.987,0.008,7675.57,26.569,2.707
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,1024,1,1,64,335.504,110.107,0.01,7684.18,26.171,2.665
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,2048,1,1,64,335.842,113.452,0.008,7693.2,26.333,2.552
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,4096,1,1,64,335.611,111.686,0.008,7693.92,54.833,2.456
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,4096,4096,64,64,8192,1,1,64,336.32,110.874,0.01,7814.21,26.493,2.362
