device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1,1,1,1,6.708,1.906,0.004,80.638,0.389,0.771
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,2,1,1,1,6.701,1.89,0.004,84.955,0.426,0.676
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,4,1,1,1,6.719,1.923,0.004,79.646,0.437,0.759
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,8,1,1,1,6.721,2.071,0.003,85.239,0.434,0.677
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,16,1,1,1,6.708,1.9,0.003,87.391,0.433,0.729
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,32,1,1,1,6.726,1.998,0.004,83.221,0.426,0.693
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,64,1,1,1,6.705,2.014,0.004,82.713,0.426,0.737
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,128,1,1,1,6.722,2.543,0.004,85.604,0.415,0.745
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,256,1,1,1,6.702,2.006,0.004,84.174,0.312,0.677
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.138,1.864,0.003,85.814,0.349,0.67
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.282,1.858,0.003,82.203,0.326,0.684
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,2048,1,1,1,5.091,1.825,0.003,87.458,0.388,0.584
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,4096,1,1,1,5.048,3.006,0.003,107.684,0.315,0.652
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,8192,1,1,1,5.076,3.058,0.003,113.455,0.34,0.657
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1,1,1,1,6.715,2.649,0.004,81.843,0.425,0.772
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,2,1,1,1,6.709,1.902,0.004,83.463,0.496,0.669
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,4,1,1,1,6.711,2.993,0.005,81.429,0.307,0.775
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,8,1,1,1,6.709,2.052,0.004,81.873,0.324,0.734
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,16,1,1,1,6.701,1.965,0.003,84.625,0.429,0.799
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,32,1,1,1,6.718,2.193,0.004,81.128,0.479,0.767
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,64,1,1,1,6.715,2.051,0.004,86.232,0.296,0.673
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,128,1,1,1,6.699,1.749,0.004,86.567,0.308,0.68
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,256,1,1,1,6.71,1.797,0.004,80.51,0.3,0.664
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.193,2.455,0.003,79.275,0.419,0.665
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.236,1.661,0.004,92.214,0.281,0.674
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,2048,1,1,1,5.067,3.02,0.004,90.494,0.426,0.7
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,512,512,64,64,4096,1,1,1,5.053,3.085,0.003,102.535,0.263,0.662
