device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,1,1,1,4,20.226,5.75,0.001,337.977,2.452,0.188
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,2,1,1,4,20.137,5.561,0.001,344.933,1.698,0.18
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,4,1,1,4,20.3,7.01,0.002,363.594,1.655,0.173
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,8,1,1,4,20.189,5.846,0.001,332.311,1.722,0.175
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,16,1,1,4,20.216,5.843,0.001,337.837,1.709,0.188
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,32,1,1,4,20.326,5.232,0.001,346.331,1.739,0.18
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,64,1,1,4,20.225,5.804,0.001,349.86,1.695,0.18
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,128,1,1,4,20.121,5.787,0.001,362.735,1.63,0.219
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,256,1,1,4,20.223,5.784,0.001,360.448,1.667,0.173
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,512,1,1,4,20.17,5.352,0.002,355.742,1.674,0.168
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,1024,1,1,4,20.218,5.913,0.002,351.894,1.702,0.18
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,1,1,1,4,20.191,2.168,0.001,358.497,1.115,0.183
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,2,1,1,4,20.234,2.427,0.002,363.052,0.974,0.166
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,4,1,1,4,20.121,2.56,0.001,380.775,0.983,0.161
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,8,1,1,4,20.112,2.495,0.002,353.265,1.019,0.167
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,1024,1024,64,64,16,1,1,4,20.373,3.518,0.001,358.754,1.01,0.186
